"","year","month","day","hour","P1.Sex","P2.Sex","Day.of.Week","Manner.of.Collision","First.Harmful.Event.Location","First.Harmful.Event","Ambient.Light","Weather.Condition.1","Weather.Condition.2","Traffic.Control.Device.Type","Traffic.Control.Device.Functionality","Road.Surface.Condition","Roadway.Junction.Type","Trafficway.Description","Street.or.Intersection","Intersection.Direction.1","Intersection.Direction.2","Street.Direction","v1.State.Code","V1.Hit.and.Run","V1.Action.Prior.to.Crash","V1.Occupant.Count","V1.Most.Damaged.Area","V1.Travel.Direction","V2.State.Code","V2.Hit.and.Run","V2.Action.Prior.to.Crash","V2.Occupant.Count","V2.Most.Damaged.Area","V2.Travel.Direction","P1.Drivers.Lic.State","P1.Drivers.Lic.Class.1","P1.Veh.Owner","P2.Role","P2.Drivers.Lic.State","P2.Drivers.Lic.Class.1","P2.Veh.Owner","First.Harmful.Event.LocationNA","First.Harmful.EventNA","Weather.Condition.2NA","Traffic.Control.Device.TypeNA","Traffic.Control.Device.FunctionalityNA","Trafficway.DescriptionNA","Intersection.Direction.1NA","Intersection.Direction.2NA","Street.DirectionNA","P1.Drivers.Lic.StateNA","P1.Drivers.Lic.Class.1NA","P2.Drivers.Lic.StateNA","P2.Drivers.Lic.Class.1NA"
"1446",2020,1,15,18,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"PARKED","1","REAR CENTER",1,1,0,"BACKING","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,1,1
"1447",2019,12,19,14,"MALE","FEMALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"1448",2022,7,15,11,"MALE","FEMALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","OTHER","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TURNING LEFT","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1449",2022,6,24,18,"FEMALE","MALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"1450",2022,7,28,20,"FEMALE","FEMALE","Thursday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"PARKED","0","LEFT SIDE",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,1
"1451",2021,10,4,15,"MALE","FEMALE","Monday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLOUDY","NO CONTROLS","NO","WET","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,1,"TURNING RIGHT","1","RIGHT FRONT",0,1,1,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,1,1
"1452",2021,7,22,23,"MALE","FEMALE","Thursday","REAR TO REAR","ROADSIDE","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","RAIN","RAIN","NO CONTROLS","NO","WET","OTHER","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"BACKING","2","RIGHT REAR",0,1,1,"PARKED","0","LEFT REAR",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,1
"1453",2022,5,1,0,"FEMALE","FEMALE","Sunday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","T-INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","EASTBOUND","EASTBOUND",1,0,"TURNING RIGHT","2","RIGHT SIDE",0,1,0,"TRAVELING STRAIGHT AHEAD","2","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1454",2021,5,9,13,"MALE","FEMALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","more_than2","LEFT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,0,0,0,0,0
"1455",2022,2,24,10,"FEMALE","MALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"1456",2021,11,3,14,"FEMALE","MALE","Wednesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","OTHER","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"TURNING RIGHT","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1457",2022,2,3,11,"FEMALE","MALE","Thursday","UNKNOWN","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLEAR","STOP SIGNS","YES","WET","T-INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"OTHER","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1458",2022,3,13,16,"MALE","FEMALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TURNING LEFT","1","OTHER",0,1,0,"ENTERING TRAFFIC LANE","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1459",2021,12,6,14,"FEMALE","MALE","Monday","SINGLE VEHICLE CRASH","ROADSIDE","COLLISION WITH PARKED MOTOR VEHICLE","DUSK","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","EASTBOUND","EASTBOUND",0,1,"PARKED","1","RIGHT FRONT",1,1,1,"BACKING","1","OTHER",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1460",2021,10,3,20,"MALE","FEMALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","CLEAR","NO CONTROLS","NO","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,0,"SLOWING OR STOPPED IN TRAFFIC","2","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,0,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",0,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,0,0,0,0,0
"1461",2021,12,3,19,"FEMALE","FEMALE","Friday","SIDESWIPE, OPPOSITE DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","UNKNOWN","CLEAR","NO CONTROLS","YES","UNKNOWN","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,1,"TRAVELING STRAIGHT AHEAD",NA,"OTHER",0,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,1
"1462",2021,8,19,16,"MALE","FEMALE","Thursday","SIDESWIPE, SAME DIRECTION","ROADSIDE","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",0,0,"BACKING","2","LEFT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,0,"OTHER",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1463",2022,8,26,21,"FEMALE","MALE","Friday","UNKNOWN","ROADSIDE","OTHER","DAYLIGHT","CLOUDY","CLOUDY","OTHER","NO","DRY","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"ENTERING TRAFFIC LANE","2","REAR CENTER",0,1,0,"PARKED","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",0,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1464",2021,12,23,1,"MALE","FEMALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","OTHER","TWO-WAY, NOT DIVIDED","NON INTERSECTION","NORTHBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","CENTER FRONT",0,1,"UNKNOWN",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,1,0,0,0,0,0
"1465",2021,5,19,21,"FEMALE","MALE","Wednesday","REAR-END","OUTSIDE ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DUSK","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"BACKING","1","RIGHT REAR",1,1,0,"PARKED","0","LEFT FRONT",1,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"1466",2022,7,3,2,"MALE","MALE","Sunday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1467",2022,5,13,13,"MALE","MALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,1,1,0,0,0,0,0
"1468",2022,1,27,17,"MALE","MALE","Thursday","SIDESWIPE, OPPOSITE DIRECTION","UNKNOWN","COLLISION WITH PARKED MOTOR VEHICLE","DUSK","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"PARKED","1","RIGHT REAR",1,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1469",2021,7,27,12,"FEMALE","FEMALE","Tuesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,0,0,"PARKED","0","LEFT FRONT",1,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,1,1,0,0,0,1,1
"1470",2021,9,30,15,"MALE","FEMALE","Thursday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","LEFT SIDE",0,0,0,"TURNING LEFT","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1471",2022,7,23,15,"FEMALE","MALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","more_than2","RIGHT FRONT",0,1,0,"PARKED","1","LEFT FRONT",0,0,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1472",2021,10,16,17,"MALE","FEMALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"PARKED","2","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"1473",2021,5,30,14,"MALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","T-INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"OTHER","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"1474",2021,11,25,14,"FEMALE","FEMALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","2","REAR CENTER",0,1,1,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,0,0,0,1,1
"1475",2022,5,15,16,"MALE","FEMALE","Sunday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TURNING RIGHT","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT REAR",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1476",2022,6,30,2,"MALE","MALE","Thursday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TURNING LEFT","1","LEFT SIDE",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1477",2022,10,10,9,"MALE","FEMALE","Monday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1478",2021,10,26,13,"MALE","MALE","Tuesday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLOUDY","TRAFFIC CONTROL SIGNAL","YES","WET","T-INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1479",2022,4,12,11,"FEMALE","MALE","Tuesday","ANGLE","OUTSIDE ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","RAIN","CLEAR","NO CONTROLS","YES","WET","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,1,"OTHER","1","RIGHT REAR",0,1,0,"PARKED","1","LEFT REAR",1,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"1480",2021,10,22,4,"FEMALE","MALE","Friday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,1,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",0,1,0,"PARKED","0","LEFT REAR",1,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,1
"1481",2022,8,10,1,"FEMALE","FEMALE","Wednesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,"UNKNOWN",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,1,0,0,0
"1482",2022,4,17,1,"MALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","SOUTHBOUND","EASTBOUND",1,0,"TURNING LEFT","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1483",2021,12,15,13,"MALE","MALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","OTHER","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"ENTERING TRAFFIC LANE","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1484",2022,1,25,6,"MALE","MALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","SNOW","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1485",2022,10,18,10,"FEMALE","FEMALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLOUDY","CLEAR","STOP SIGNS","YES","WET","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,0,"PARKED",NA,"LEFT REAR",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,1,1
"1486",2022,4,22,20,"MALE","FEMALE","Friday","UNKNOWN","ROADWAY","OTHER","DAYLIGHT","CLOUDY","CLOUDY","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"OTHER",NA,"CENTER FRONT",1,1,1,"BACKING",NA,"REAR CENTER",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,1,1
